,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
15,0.0,0.0,2.0,1.0,0.0,-1.0,-3.0,-2.0,-1.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-2.0,-2.0,1.0,2.0
16,0.0,-2.0,1.0,-2.0,-1.0,-1.0,-3.0,1.0,-1.0,0.0,-1.0,-2.0,1.0,2.0,-1.0,0.0,-2.0,-2.0,1.0,0.0,0.0,-1.0,0.0
17,1.0,-1.0,-1.0,1.0,0.0,-1.0,-2.0,-2.0,-1.0,0.0,-1.0,-2.0,0.0,-2.0,-1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0
18,0.0,-4.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,1.0,1.0,1.0,-2.0,0.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-1.0
19,0.0,2.0,2.0,0.0,1.0,1.0,-5.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
20,0.0,0.0,4.0,0.0,1.0,0.0,3.0,-1.0,-1.0,0.0,3.0,0.0,4.0,0.0,-1.0,1.0,-1.0,0.0,-2.0,1.0,0.0,0.0,0.0
21,-1.0,0.0,3.0,2.0,-2.0,1.0,1.0,-1.0,-2.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-2.0,0.0
22,0.0,0.0,3.0,3.0,1.0,-2.0,-1.0,0.0,1.0,2.0,0.0,1.0,-2.0,0.0,-1.0,0.0,2.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
23,0.0,1.0,1.0,-1.0,2.0,1.0,4.0,0.0,-2.0,0.0,1.0,2.0,-3.0,0.0,2.0,-3.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0
24,1.0,0.0,2.0,2.0,-1.0,0.0,0.0,2.0,3.0,0.0,1.0,-1.0,1.0,-4.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,0.0,1.0,1.0
25,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-1.0,2.0,0.0,-1.0,-2.0,0.0,1.0,0.0,2.0,2.0,-2.0,-2.0,0.0,-1.0
26,0.0,0.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,-1.0,1.0,1.0,1.0,1.0,2.0,0.0
27,-2.0,0.0,3.0,-2.0,2.0,0.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
28,2.0,0.0,1.0,0.0,-1.0,1.0,-2.0,-1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,-1.0,-2.0,1.0,1.0,2.0,-2.0,0.0,1.0
29,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,-1.0,1.0,1.0,0.0,2.0,0.0,2.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-2.0,0.0
30,-2.0,1.0,2.0,1.0,1.0,-1.0,1.0,-2.0,0.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
31,0.0,0.0,2.0,1.0,1.0,-1.0,3.0,-1.0,2.0,1.0,2.0,-1.0,3.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,-3.0,-1.0,1.0
32,1.0,0.0,-1.0,-2.0,2.0,1.0,-1.0,-2.0,1.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,4.0,1.0
33,3.0,0.0,3.0,1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
34,-1.0,0.0,-3.0,-1.0,2.0,1.0,0.0,1.0,-2.0,1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.0,-3.0
35,0.0,0.0,2.0,-2.0,1.0,1.0,-1.0,1.0,2.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,-2.0,2.0
36,-1.0,1.0,2.0,2.0,-1.0,3.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-2.0,1.0,1.0,2.0,-1.0,-2.0,0.0,1.0,3.0,0.0,0.0
37,1.0,2.0,0.0,-2.0,0.0,2.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,3.0,-1.0,2.0,1.0,-2.0,1.0,1.0,-1.0,0.0,2.0
38,0.0,-1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,-1.0,1.0,2.0,1.0,1.0,1.0,0.0,-1.0,-2.0,1.0
39,0.0,1.0,-1.0,1.0,0.0,-2.0,2.0,1.0,-2.0,1.0,0.0,1.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
40,-1.0,3.0,1.0,0.0,1.0,0.0,-6.0,0.0,0.0,-2.0,-2.0,0.0,2.0,1.0,1.0,1.0,1.0,-1.0,-1.0,2.0,1.0,-1.0,2.0
41,3.0,-1.0,3.0,-1.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0
42,-2.0,1.0,0.0,4.0,2.0,-1.0,0.0,1.0,-2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,-2.0,1.0
43,0.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,4.0,0.0,2.0,1.0,-1.0,-1.0,3.0,0.0,-2.0,-1.0,0.0,-1.0,0.0,1.0
44,0.0,2.0,6.0,0.0,1.0,0.0,-2.0,2.0,-2.0,3.0,0.0,-4.0,0.0,2.0,-1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
45,-1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,2.0
46,0.0,0.0,4.0,2.0,1.0,-1.0,-1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
47,3.0,1.0,2.0,0.0,2.0,3.0,-1.0,0.0,0.0,2.0,-1.0,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,2.0,2.0,-1.0,-1.0,1.0
48,0.0,1.0,2.0,0.0,1.0,0.0,-2.0,0.0,1.0,1.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
49,-1.0,4.0,3.0,-2.0,0.0,0.0,2.0,2.0,2.0,-1.0,3.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,3.0,1.0,-1.0,2.0
50,0.0,-1.0,4.0,1.0,-1.0,1.0,0.0,-2.0,1.0,2.0,0.0,-1.0,0.0,0.0,3.0,1.0,-1.0,0.0,0.0,0.0,-2.0,1.0,2.0
51,0.0,3.0,-1.0,-2.0,2.0,0.0,0.0,1.0,0.0,1.0,-2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0
52,0.0,1.0,-2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,-1.0,2.0
53,0.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,-1.0,-1.0,0.0,1.0,1.0,3.0,-2.0,0.0,0.0,-3.0,1.0,0.0,1.0
54,1.0,-1.0,2.0,-1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,-1.0,1.0,3.0,3.0,0.0,-1.0,0.0,1.0,2.0,0.0,1.0,2.0
55,1.0,2.0,0.0,2.0,0.0,1.0,1.0,-2.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,-2.0,-1.0,1.0
56,0.0,1.0,8.0,2.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0
57,1.0,0.0,3.0,4.0,3.0,0.0,-1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,4.0,-1.0,-1.0,0.0,1.0,1.0,1.0,2.0
58,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,3.0,5.0,3.0,0.0,3.0,-1.0,0.0,-1.0,-1.0,1.0
59,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,-2.0,4.0,-1.0,1.0,2.0,-1.0,0.0,2.0,1.0,-2.0,0.0,3.0,0.0,0.0,3.0,1.0
60,-2.0,1.0,4.0,0.0,1.0,-1.0,-1.0,3.0,0.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,4.0,0.0,3.0,2.0
61,2.0,2.0,5.0,2.0,3.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0
62,1.0,2.0,4.0,0.0,4.0,-1.0,0.0,2.0,-1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,-3.0,1.0,2.0,0.0,0.0,2.0
63,2.0,0.0,3.0,2.0,3.0,-1.0,2.0,-2.0,1.0,1.0,2.0,-1.0,0.0,1.0,0.0,0.0,1.0,3.0,-1.0,0.0,-1.0,-1.0,-1.0
64,0.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,-2.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,3.0
65,2.0,3.0,0.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0
66,-1.0,1.0,2.0,1.0,1.0,0.0,-1.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,-1.0,4.0,1.0,1.0,2.0
67,1.0,0.0,6.0,1.0,1.0,1.0,0.0,-1.0,-2.0,2.0,0.0,-4.0,0.0,2.0,1.0,0.0,1.0,-1.0,1.0,2.0,0.0,1.0,4.0
68,-1.0,2.0,2.0,-1.0,2.0,-1.0,1.0,0.0,2.0,-2.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0
69,-2.0,1.0,2.0,3.0,3.0,-1.0,1.0,1.0,4.0,0.0,-1.0,0.0,3.0,0.0,4.0,1.0,1.0,-1.0,-2.0,2.0,1.0,0.0,1.0
70,1.0,-1.0,4.0,4.0,-2.0,0.0,0.0,3.0,-1.0,0.0,-1.0,2.0,0.0,4.0,-2.0,2.0,1.0,1.0,-1.0,4.0,0.0,0.0,1.0
71,1.0,1.0,0.0,2.0,5.0,1.0,1.0,-1.0,2.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,-2.0
72,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,-3.0,2.0,0.0,0.0,2.0
73,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,-1.0,1.0,3.0,-1.0,0.0
74,0.0,4.0,2.0,3.0,3.0,-2.0,0.0,1.0,-1.0,8.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0
75,0.0,5.0,4.0,2.0,0.0,-1.0,0.0,2.0,0.0,2.0,-1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
76,2.0,5.0,3.0,1.0,2.0,0.0,1.0,-2.0,5.0,0.0,-1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0
77,1.0,-2.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,-2.0,2.0,2.0,2.0,3.0,-1.0,-1.0,1.0,0.0,0.0,0.0,1.0
78,4.0,1.0,2.0,2.0,2.0,1.0,0.0,-1.0,1.0,0.0,-1.0,0.0,3.0,2.0,1.0,1.0,-1.0,0.0,-2.0,1.0,-1.0,-1.0,3.0
79,1.0,2.0,3.0,1.0,3.0,0.0,-2.0,-1.0,2.0,0.0,-1.0,0.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,-1.0,1.0,1.0
80,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,1.0,-2.0,2.0,3.0,0.0
81,1.0,1.0,4.0,1.0,4.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,2.0,-3.0,0.0,2.0,1.0,1.0,-1.0
82,-2.0,2.0,4.0,1.0,3.0,-1.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,-1.0,4.0,3.0,0.0,2.0,0.0
83,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,1.0,-3.0,-1.0,1.0,-1.0,0.0,0.0
84,0.0,0.0,5.0,-1.0,7.0,2.0,0.0,1.0,3.0,3.0,-2.0,3.0,0.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0
85,2.0,2.0,2.0,3.0,1.0,0.0,-1.0,3.0,4.0,4.0,1.0,4.0,1.0,0.0,3.0,2.0,0.0,-1.0,1.0,0.0,2.0,0.0,4.0
86,0.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0
87,2.0,3.0,6.0,0.0,5.0,1.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,4.0,0.0,-1.0,-1.0,3.0
88,1.0,6.0,8.0,2.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,-1.0,2.0,4.0,1.0,1.0,1.0,8.0
89,1.0,1.0,4.0,2.0,1.0,-1.0,0.0,1.0,5.0,-2.0,-1.0,-1.0,1.0,-1.0,5.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0
90,0.0,4.0,4.0,1.0,2.0,0.0,-2.0,3.0,3.0,-2.0,1.0,2.0,6.0,3.0,-1.0,3.0,0.0,-2.0,0.0,1.0,0.0,0.0,2.0
91,3.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,5.0,-2.0,5.0,1.0,1.0,0.0,2.0,0.0,4.0
92,1.0,2.0,10.0,4.0,6.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,2.0,0.0,6.0,2.0,0.0,3.0,2.0,0.0,-3.0,5.0
93,1.0,2.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,4.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0
94,0.0,2.0,3.0,1.0,1.0,-1.0,0.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,-1.0,3.0,0.0,3.0,-1.0,1.0,0.0,2.0
95,0.0,-1.0,5.0,3.0,1.0,3.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,2.0,0.0,-2.0,0.0,2.0,1.0,3.0,2.0,-1.0,5.0,1.0
96,4.0,1.0,9.0,-1.0,3.0,0.0,2.0,-1.0,2.0,0.0,-1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,-2.0,2.0
97,-1.0,4.0,5.0,4.0,3.0,0.0,-1.0,1.0,0.0,3.0,1.0,1.0,2.0,-1.0,1.0,-1.0,4.0,2.0,1.0,0.0,-2.0,0.0,1.0
98,0.0,-1.0,5.0,2.0,4.0,2.0,4.0,0.0,1.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,-2.0,4.0,0.0,-1.0,0.0,1.0
99,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,4.0,1.0,2.0,-2.0,1.0,0.0,-1.0,0.0,6.0
100,0.0,3.0,9.0,3.0,1.0,2.0,1.0,-1.0,2.0,5.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,0.0,1.0,5.0,2.0,3.0,-1.0
101,2.0,3.0,4.0,0.0,4.0,-1.0,-1.0,1.0,1.0,2.0,3.0,1.0,0.0,-1.0,3.0,4.0,4.0,0.0,2.0,2.0,2.0,1.0,2.0
102,2.0,1.0,3.0,3.0,5.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,6.0,1.0,0.0,6.0,4.0,0.0,1.0,3.0,2.0,-1.0,3.0
103,2.0,4.0,3.0,0.0,5.0,2.0,1.0,0.0,4.0,0.0,0.0,5.0,2.0,7.0,3.0,-1.0,1.0,2.0,3.0,2.0,-1.0,2.0,3.0
104,1.0,3.0,5.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,3.0,2.0,3.0,5.0,4.0,1.0,-1.0,0.0,1.0,1.0,0.0
105,1.0,2.0,5.0,4.0,2.0,0.0,4.0,-2.0,0.0,0.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,-2.0,3.0
106,-1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,5.0,6.0,4.0,0.0,1.0,4.0,1.0,2.0,-2.0,3.0
107,6.0,5.0,7.0,4.0,5.0,2.0,2.0,2.0,3.0,3.0,1.0,-1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,-1.0,2.0
108,1.0,0.0,4.0,4.0,6.0,0.0,3.0,2.0,4.0,8.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,-1.0,0.0,0.0,1.0,4.0,4.0
109,2.0,2.0,5.0,5.0,6.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,6.0,4.0,1.0,1.0,2.0,2.0,4.0,0.0,2.0
110,3.0,1.0,1.0,2.0,1.0,-1.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,3.0,3.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,4.0
111,1.0,6.0,6.0,0.0,3.0,0.0,0.0,0.0,4.0,5.0,3.0,2.0,4.0,2.0,6.0,3.0,6.0,0.0,2.0,4.0,3.0,1.0,4.0
112,0.0,2.0,7.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,6.0,3.0,-1.0,3.0,4.0,5.0,2.0,3.0,1.0,3.0,1.0,0.0,6.0
113,3.0,8.0,4.0,5.0,5.0,1.0,0.0,4.0,3.0,4.0,1.0,0.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0,5.0,-1.0,0.0,3.0
114,2.0,3.0,7.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,-1.0,3.0,4.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,-2.0,4.0
115,3.0,4.0,3.0,1.0,3.0,-1.0,4.0,1.0,3.0,5.0,2.0,2.0,5.0,2.0,3.0,2.0,0.0,1.0,1.0,-2.0,0.0,4.0,2.0
116,5.0,2.0,5.0,3.0,7.0,0.0,5.0,0.0,6.0,2.0,3.0,0.0,4.0,4.0,4.0,1.0,3.0,0.0,3.0,2.0,1.0,1.0,5.0
117,0.0,4.0,3.0,4.0,3.0,1.0,4.0,6.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,-1.0,2.0,0.0,1.0,4.0
118,5.0,3.0,6.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,4.0,2.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,-2.0,4.0
119,6.0,4.0,1.0,2.0,0.0,2.0,3.0,2.0,0.0,6.0,4.0,6.0,3.0,2.0,5.0,3.0,4.0,3.0,5.0,4.0,0.0,-1.0,1.0
120,2.0,5.0,1.0,3.0,3.0,0.0,4.0,1.0,3.0,2.0,4.0,0.0,2.0,4.0,3.0,4.0,-1.0,2.0,3.0,5.0,-1.0,0.0,1.0
121,6.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,7.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,-1.0,-2.0,3.0
122,0.0,3.0,7.0,3.0,-1.0,3.0,-2.0,-1.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,-2.0,5.0,1.0,0.0,6.0,2.0,3.0,9.0
123,4.0,0.0,7.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,3.0,5.0,1.0,7.0,4.0,7.0,2.0,0.0,1.0,1.0,1.0,5.0
124,2.0,3.0,10.0,7.0,9.0,2.0,3.0,3.0,3.0,5.0,1.0,0.0,2.0,4.0,6.0,5.0,6.0,6.0,2.0,0.0,3.0,0.0,4.0
125,2.0,4.0,7.0,4.0,5.0,0.0,3.0,3.0,2.0,0.0,1.0,5.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,2.0,-1.0,0.0,7.0
126,3.0,3.0,9.0,3.0,3.0,-1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,0.0,4.0,4.0,3.0,6.0
127,4.0,2.0,7.0,1.0,2.0,0.0,4.0,0.0,1.0,4.0,3.0,2.0,6.0,2.0,2.0,-1.0,2.0,0.0,-1.0,3.0,4.0,0.0,0.0
128,4.0,5.0,7.0,6.0,5.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,4.0,3.0,-1.0,2.0,2.0,2.0,0.0,-2.0,4.0,-2.0,4.0
129,1.0,2.0,4.0,6.0,5.0,0.0,4.0,1.0,0.0,4.0,5.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0,6.0
130,3.0,0.0,2.0,6.0,4.0,3.0,5.0,11.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,6.0,4.0,4.0,1.0,5.0,-1.0,1.0,4.0
131,5.0,4.0,12.0,1.0,6.0,1.0,7.0,3.0,3.0,3.0,7.0,2.0,3.0,9.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0
132,4.0,1.0,3.0,5.0,2.0,-1.0,0.0,5.0,5.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,3.0,0.0,2.0,2.0,-1.0,0.0
133,0.0,4.0,8.0,2.0,2.0,0.0,3.0,4.0,6.0,5.0,4.0,-1.0,9.0,8.0,4.0,1.0,8.0,3.0,2.0,1.0,2.0,1.0,2.0
134,4.0,4.0,5.0,6.0,6.0,2.0,7.0,6.0,5.0,6.0,4.0,3.0,1.0,3.0,2.0,10.0,2.0,5.0,0.0,3.0,3.0,2.0,6.0
135,9.0,7.0,5.0,3.0,4.0,0.0,3.0,4.0,5.0,7.0,7.0,5.0,8.0,6.0,5.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,4.0
136,2.0,2.0,9.0,3.0,5.0,-1.0,-1.0,7.0,3.0,-2.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,4.0,2.0,8.0,2.0,0.0,7.0
137,1.0,2.0,4.0,5.0,3.0,1.0,6.0,2.0,4.0,8.0,7.0,2.0,3.0,4.0,4.0,6.0,3.0,5.0,3.0,4.0,-1.0,1.0,4.0
138,4.0,3.0,7.0,5.0,8.0,0.0,1.0,4.0,9.0,2.0,4.0,2.0,1.0,7.0,6.0,2.0,2.0,5.0,2.0,5.0,1.0,0.0,4.0
139,5.0,9.0,6.0,6.0,7.0,0.0,3.0,7.0,5.0,-1.0,5.0,2.0,1.0,4.0,6.0,9.0,3.0,3.0,2.0,1.0,-1.0,3.0,7.0
140,7.0,5.0,5.0,4.0,-1.0,1.0,3.0,2.0,7.0,3.0,6.0,2.0,2.0,5.0,4.0,3.0,0.0,3.0,3.0,6.0,2.0,2.0,0.0
141,4.0,6.0,7.0,0.0,2.0,2.0,2.0,4.0,5.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,-1.0,3.0
